Domain,Classification,Company Name,Company Website
sdfsdfds.net,Fake,,
sdnnf.com,Fake,,
seapole.com,Fake,,
search417.com,Fake,,
secure-jlnet.com,Fake,,
seeb.cc,Fake,,
serverwench.com,Fake,,
service,Fake,,
"service,",Fake,,
sesmail.com,Fake,,
sexmagnet.com,Fake,,
sfax.ws,Fake,,
sfsfsf.com,Fake,,
shadango.com,Fake,,
shops,Fake,,
shuf.com,Fake,,
siamlocalhost.com,Fake,,
sihu.hu,Fake,,
sinai.cc,Fake,,
sinamail.com,Fake,,
singalongcenter.com,Fake,,
slamdunkfan.com,Fake,,
slingshot.com,Fake,,
slo.net,Fake,,
slomusic.net,Fake,,
smtp.ru,Fake,,
sndt.net,Fake,,
so-simple.org,Fake,,
socialworker.net,Fake,,
soundvillage.org,Fake,,
sousse.cc,Fake,,
southcarolina.usa.com,Fake,,
southdakota.usa.com,Fake,,
spacetowns.com,Fake,,
spain.ir,Fake,,
spamgoes.in,Fake,,
spartapiet.com,Fake,,
speed-racer.com,Fake,,
spells.com,Fake,,
spils.com,Fake,,
spinfinder.com,Fake,,
sportemail.com,Fake,,
spray.no,Fake,,
stan.hu,Fake,,
starbuzz.com,Fake,,
starmail.com,Fake,,
startmail.hu,Fake,,
streetracing.com,Fake,,
stribmail.com,Fake,,
studentstowson.edu,Fake,,
studmail.com,Fake,,
subspacemail.com,Fake,,
sudanese.cc,Fake,,
sudanmail.net,Fake,,
suez.cc,Fake,,
sunmail1.com,Fake,,
superbikeclub.com,Fake,,
supereva.com,Fake,,
supereva.it,Fake,,
supermailbox.com,Fake,,
superposta.com,Fake,,
surf3.net,Fake,,
surfassistant.com,Fake,,
surfsupnet.net,Fake,,
surfy.net,Fake,,
surgical.net,Fake,,
svizzera.org,Fake,,
sweden.ir,Fake,,
swedenmail.com,Fake,,
sweetwishes.com,Fake,,
swissmail.com,Fake,,
swissmail.net,Fake,,
syom.com,Fake,,
syriamail.com,Fake,,
t2mail.com,Fake,,
taboracademy.com,Fake,,
tabouk.cc,Fake,,
tahoo.com,Fake,,
tajikistan.cc,Fake,,
talk21.com,Fake,,
talkcity.com,Fake,,
tampabay.rr.com,Fake,,
tangiers.cc,Fake,,
tanta.cc,Fake,,
tased.edu.au,Fake,,
tatanova.com,Fake,,
taxcutadvice.com,Fake,,
tayef.cc,Fake,,
tds.net,Fake,,
tdsfsd.com,Fake,,
teachers.org,Fake,,
technisamail.co.za,Fake,,
technologist.com,Fake,,
teenchatnow.com,Fake,,
teenmail.co.uk,Fake,,
tejary.com,Fake,,
telefonica.net,Fake,,
teleline.es,Fake,,
teleworm.us,Fake,,
telpage.net,Fake,,
telusplanet.net,Fake,,
tempting.com,Fake,,
tenchiclub.com,Fake,,
tennessee.usa.com,Fake,,
terrapins.com,Fake,,
test155.com,Fake,,
test1test.com,Fake,,
test222222.com,Fake,,
testeabc.com,Fake,,
testestestes.com,Fake,,
testing.com,Fake,,
teststore.com,Fake,,
testterty.com,Fake,,
tetouan.cc,Fake,,
tettttt.com,Fake,,
texas.usa.com,Fake,,
texascrossroads.com,Fake,,
tfz.net,Fake,,
thai.com,Fake,,
thegame.com,Fake,,
theoffice.net,Fake,,
theplate.com,Fake,,
thepostmaster.net,Fake,,
theracetrack.com,Fake,,
therapist.net,Fake,,
thewatercooler.com,Fake,,
thewebpros.co.uk,Fake,,
thnx.hu,Fake,,
thundermail.com,Fake,,
tim.it,Fake,,
timemail.com,Fake,,
timor.cc,Fake,,
tmo.blackberry.net,Fake,,
toke.com,Fake,,
tokyo.com,Fake,,
toothfairy.com,Fake,,
topmail.com.ar,Fake,,
topmail.dk,Fake,,
topsurf.com,Fake,,
toquedequeda.com,Fake,,
torchmail.com,Fake,,
torontomail.com,Fake,,
totalsurf.com,Fake,,
totonline.net,Fake,,
tough.com,Fake,,
toughguy.net,Fake,,
troamail.org,Fake,,
tunisian.cc,Fake,,
tunome.com,Fake,,
tv2mail.hu,Fake,,
twcny.rr.com,Fake,,
tx.rr.com,Fake,,
typemail.com,Fake,,
u2club.com,Fake,,
uaccm.edu,Fake,,
uae.ac,Fake,,
ubbi.com.br,Fake,,
uboot.com,Fake,,
ueberschuss.de,Fake,,
ugeek.com,Fake,,
ulimit.com,Fake,,
ummah.org,Fake,,
umpire.com,Fake,,
unbounded.com,Fake,,
uni.sydney.edu.au,Fake,,
unimail.mn,Fake,,
universiabrasil.net,Fake,,
uole.com,Fake,,
uolmail.com,Fake,,
uomail.com,Fake,,
uraniomail.com,Fake,,
urdun.cc,Fake,,
usanetmail.com,Fake,,
userbeam.com,Fake,,
uw.edu,Fake,,
uyuyuy.com,Fake,,
v-sexi.com,Fake,,
v3mail.com,Fake,,
velnet.biz,Fake,,
velnet.com,Fake,,
velocall.com,Fake,,
vercorreo.com,Fake,,
verizon.net,Fake,,
verizonmail.com,Fake,,
vermont.usa.com,Fake,,
verticalheaven.com,Fake,,
vhgj.com,Fake,,
vianet.net.au,Fake,,
videogamesrock.com,Fake,,
virginia.usa.com,Fake,,
virtual-mail.com,Fake,,
visitmail.com,Fake,,
vitalogy.org,Fake,,
vjtimail.com,Fake,,
volkermord.com,Fake,,
vtxmail.ch,Fake,,
wanadoo.co.uk,Fake,,
wanadoo.fr,Fake,,
wapicode.com,Fake,,
wappi.com,Fake,,
washington.usa.com,Fake,,
wassup.com,Fake,,
waterloo.com,Fake,,
waumail.com,Fake,,
wearab.net,Fake,,
web-mail.chello.hu,Fake,,
web-mail.com.ar,Fake,,
webaddressbook.com,Fake,,
webbworks.com,Fake,,
webcity.ca,Fake,,
webemil.de,Fake,,
webmail.adelphia.net,Fake,,
webmail.adrianasantana.ntr.br,Fake,,
webmail.advancecontabilidade.com.br,Fake,,
webmail.air.defense.gouv.fr,Fake,,
webmail.ambr.com.br,Fake,,
webmail.animesko.com.br,Fake,,
webmail.botafogonocoracao.net,Fake,,
webmail.brasiltlecom.com.br,Fake,,
webmail.brtdata.com.br,Fake,,
webmail.capitalservicos.com.br,Fake,,
webmail.co.yu,Fake,,
webmail.conectanet.com.br,Fake,,
webmail.corpservice.com.br,Fake,,
webmail.covansys.com,Fake,,
webmail.dial-up.net,Fake,,
webmail.faculdadejk.com.br,Fake,,
webmail.klg.nl,Fake,,
webmail.klg.nu,Fake,,
webmail.konta.pl,Fake,,
webmail.lao.net,Fake,,
webmail.linkdata.com.br,Fake,,
webmail.linkexpress.com.br,Fake,,
webmail.mcraews.com,Fake,,
webmail.mgp.neufgp.fr,Fake,,
webmail.myregisteredsite.com,Fake,,
webmail.networld.psi.br,Fake,,
webmail.nomer.com.br,Fake,,
webmail.pakiet24.pl,Fake,,
webmail.phg.ro,Fake,,
webmail.proanima.org.br,Fake,,
webmail.ramalhopires.com.br,Fake,,
webmail.services.hu,Fake,,
webmail.sofast.net,Fake,,
webmail.stbdsn.com.br,Fake,,
webmail.tele2.ch,Fake,,
webmail.tele2.fr,Fake,,
webmail.thai.com,Fake,,
webmail.tiscali.fr,Fake,,
webmail.torchlake.com,Fake,,
webmail.tpi.pl,Fake,,
webmail.tvnet.hu,Fake,,
webmail.tvtel.pt,Fake,,
webmail.umd.umich.edu,Fake,,
webmail.unibanco.com.br,Fake,,
webmail.via-rs.com.br,Fake,,
webmail.vip.tpi.pl,Fake,,
webmail.zdoisz.com.br,Fake,,
webmail1.click21.com.br,Fake,,
webmail2.brte.com.br,Fake,,
webmail2.brturbo.com,Fake,,
webmail2.click21.com.br,Fake,,
webmail3.click21.com.br,Fake,,
webmail4.click21.com.br,Fake,,
webmail5.click21.com.br,Fake,,
webmail6.click21.com.br,Fake,,
webmail7.click21.com.br,Fake,,
webmail8.click21.com.br,Fake,,
webmailold.ibest.com.br,Fake,,
webmailold.ig.com.br,Fake,,
webmails.com,Fake,,
webmailv.com,Fake,,
webname.com,Fake,,
webpim.cc,Fake,,
webtopmail.com,Fake,,
webtribe.net,Fake,,
webtv.net,Fake,,
weedmail.com,Fake,,
werwer.com,Fake,,
westvirginia.usa.com,Fake,,
wiccanmail.com,Fake,,
williams.net.ar,Fake,,
winningteam.com,Fake,,
winwinhosting.com,Fake,,
wisconsin.usa.com,Fake,,
wolverines.com,Fake,,
wooow.it,Fake,,
worldcrossing.com,Fake,,
worldemail.com,Fake,,
worldonline.de,Fake,,
wowmail.com,Fake,,
wrongmail.com,Fake,,
wurtele.net,Fake,,
www.com,Fake,,
wyoming.usa.com,Fake,,
xasa.com,Fake,,
xasamail.com,Fake,,
xmasmail.com,Fake,,
xmsg.com,Fake,,
xnmsn.cn,Fake,,
xs2mail.com,Fake,,
xyz123.com,Fake,,
xzapmail.com,Fake,,
y.com,Fake,,
yah00.c0m,Fake,,
yaho.in,Fake,,
yahoo.c.in,Fake,,
yahoo.co.aus,Fake,,
yahoo.comm,Fake,,
yahoo.con,Fake,,
yahoo.coom,Fake,,
yahoo.om,Fake,,
yahool.com,Fake,,
yahooo.com,Fake,,
yanbo.cc,Fake,,
yapost.com,Fake,,
yawmail.com,Fake,,
yellow-jackets.com,Fake,,
yemeni.cc,Fake,,
yenimail.com,Fake,,
yifan.net,Fake,,
yourwap.com,Fake,,
yunus.cc,Fake,,
zagazig.cc,Fake,,
zambia.cc,Fake,,
zawemail.com,Fake,,
zeeman.nl,Fake,,
zmail.pt,Fake,,
zona-andina.net,Fake,,
zoneview.net,Fake,,
zuvio.com,Fake,,
zwallet.com,Fake,,
zybermail.com,Fake,,
mail.masini.ro,Fake,,
doneasy.com,ISP,,
bimamail.com,Webmail,,
pakistanmail.com,Webmail,,
peopleweb.com,Webmail,,
pitbullmail.com,Webmail,,
planetaccess.com,Webmail,,
popmail.com,Webmail,,
poppymail.com,Webmail,,
post.com,Webmail,,
post.expart.ne.jp,Webmail,,
postaccesslite.com,Webmail,,
prodigy.net,Webmail,,
raakim.com,Webmail,,
sunuweb.net,Webmail,,
superdada.it,Webmail,,
webmail.us.army.mil,Webmail,,
